66 86 41
66 87 37
68 90 33
68 95 27
68 96 19
69 96 24
70 91 31
70 104 20
71 93 36
72 88 44
72 94 27
72 106 45
74 96 29
75 91 47
75 99 18
76 96 12
76 100 49
77 118 30
78 99 47
79 101 44
80 97 50
81 103 46
81 111 53
82 96 37
82 101 13
83 107 56
85 109 69
86 121 41
87 106 18
88 109 49
89 107 22
89 110 50
90 102 55
90 104 47
90 107 60
90 118 41
91 109 35
91 110 29
91 121 32
92 113 53
93 105 58
93 115 60
93 119 36
94 106 59
94 115 63
95 112 65
95 129 56
96 115 36
96 117 57
96 118 51
97 114 67
97 118 66
97 118 68
97 130 35
98 119 71
102 122 38
103 115 68
103 116 75
104 116 39
104 118 57
104 122 48
104 126 71
105 132 64
105 139 78
106 126 42
106 136 47
106 147 59
108 132 51
109 122 38
109 133 52
111 136 60
113 141 64
114 135 83
118 138 93
118 142 91
118 150 60
119 123 67
119 143 92
119 146 78
119 160 72
120 149 51
121 133 56
121 142 69
121 145 74
121 148 76
122 147 71
122 157 77
124 157 62
125 149 68
125 151 68
125 158 79
126 158 68
127 151 80
127 157 68
128 147 55
128 161 82
129 153 61
130 144 53
130 151 58
130 156 75
130 158 81
131 171 72
132 151 72
132 157 81
132 158 77
132 162 75
132 165 70
133 147 56
133 160 88
133 163 76
134 155 66
135 153 68
135 163 86
135 169 85
137 150 66
137 156 75
137 161 80
137 166 68
138 170 80
139 165 74
139 169 80
140 171 86
141 167 84
141 174 81
141 179 82
142 172 83
143 174 89
144 164 80
144 165 76
144 172 95
145 178 83
145 178 85
145 179 95
145 186 98
146 171 83
146 171 85
146 176 87
146 185 93
147 166 78
147 166 85
147 178 84
147 179 89
147 186 82
148 174 91
148 179 94
148 185 84
148 188 89
149 176 104
149 179 90
149 189 90
150 175 87
150 175 99
150 188 91
150 191 87
151 175 83
151 175 94
151 180 82
151 184 91
151 186 106
151 188 87
151 189 92
152 176 84
152 184 94
152 191 87
153 179 88
153 180 92
153 182 84
153 184 88
153 191 85
153 192 100
153 194 90
154 173 81
154 184 95
154 185 91
154 186 87
155 176 83
155 180 92
155 188 93
155 188 95
155 193 87
155 193 96
156 183 95
156 189 110
156 194 97
156 195 103
157 192 112
157 194 93
157 195 89
158 177 98
158 184 93
158 187 89
158 191 96
158 195 94
158 197 93
158 199 95
159 180 87
159 190 94
159 190 105
159 191 92
159 191 101
159 192 97
159 193 91
159 195 99
159 197 100
159 198 94
160 173 89
160 174 83
160 189 91
160 191 95
160 193 98
160 194 92
160 197 96
160 199 107
160 200 101
161 175 84
161 193 94
161 195 93
161 197 101
162 188 107
162 194 93
162 194 95
162 194 104
162 196 94
163 189 96
163 192 94
163 194 100
164 188 96
164 190 109
164 193 93
164 194 107
164 201 100
164 202 96
165 194 94
165 202 101
166 191 105
166 196 109
166 203 102
167 198 104
167 199 98
167 201 101
167 202 95
167 203 107
167 204 103
168 189 100
168 197 97
168 202 102
168 205 104
169 185 98
169 203 103
170 195 109
170 196 105
170 197 109
170 200 111
170 204 104
170 206 110
171 195 101
171 196 108
171 200 100
171 203 102
171 208 107
173 200 102
173 200 112
173 202 102
173 208 103
174 200 107
174 209 102
175 202 104
175 204 104
176 192 105
176 211 104
176 211 106
177 198 105
177 208 116
177 212 105
178 199 110
178 209 117
179 198 106
180 203 116
180 204 110
180 206 113
180 209 109
181 206 120
181 216 111
182 205 118
182 206 112
182 209 111
182 211 111
182 213 121
182 217 112
183 204 111
183 212 112
185 211 118
189 208 116
191 212 119
191 220 120
194 210 111
195 211 112
196 225 125
197 221 127
198 214 127
201 217 130
201 228 130
204 220 121
