0, 0.116012
1, 1.03301
2, 1.05569
3, 1.08451
4, 1.1697
5, 1.1843
6, 1.14954
7, 0.257152
8, 0.261457
9, 0.177374
10, 0.855067
11, 0.61975
12, 0.381153
13, 0.689412
14, 0.39444
15, 0.638301
16, 0.93005
17, 1.10047
18, 1.23342
19, 1.32792
20, 1.39124
21, 1.41591
22, 1.43373
23, 1.45535
24, 1.38072
25, 1.31006
26, 1.25182
27, 1.15046
28, 1.08356
29, 0.998909
30, 0.969926
31, 0.346511
32, 0.819403
33, 0.830144
34, 0.868101
35, 0.940639
