0, 0.381828
1, 0.978794
2, 0.947869
3, 0.921214
4, 0.872222
5, 0.828032
6, 0.798471
7, 0.768531
8, 0.729011
9, 0.671031
10, -1.#IND
11, -1.#IND
12, -1.#IND
13, 0.498939
14, 0.455985
15, 0.425122
16, 0.453413
17, 0.654022
18, 0.604761
19, 0.473276
20, 0.431841
21, 0.621898
22, 0.647083
23, 0.320417
24, 0.294681
25, -1.#IND
26, 0.0129878
27, 0.263772
28, 0.284598
29, 0.295433
30, 0.30414
31, 0.304913
