1244,327,1
1245,327,1
1246,327,1
1247,327,1
1248,327,1
1249,327,1
1250,327,1
1243,328,1
1244,328,1
1245,328,1
1246,328,1
1247,328,1
1248,328,1
1249,328,1
1250,328,1
1251,328,1
1252,328,1
1242,329,1
1243,329,1
1244,329,1
1245,329,1
1246,329,1
1247,329,1
1248,329,1
1249,329,1
1250,329,1
1251,329,1
1252,329,1
1253,329,1
1242,330,1
1243,330,1
1244,330,1
1245,330,1
1246,330,1
1247,330,1
1248,330,1
1249,330,1
1250,330,1
1251,330,1
1252,330,1
1253,330,1
1254,330,1
1255,330,1
1243,331,1
1244,331,1
1245,331,1
1246,331,1
1247,331,1
1248,331,1
1249,331,1
1250,331,1
1251,331,1
1252,331,1
1253,331,1
1254,331,1
1255,331,1
1243,332,1
1244,332,1
1245,332,1
1246,332,1
1247,332,1
1248,332,1
1249,332,1
1250,332,1
1251,332,1
1252,332,1
1253,332,1
1254,332,1
1255,332,1
1256,332,1
1257,332,1
1244,333,1
1245,333,1
1246,333,1
1247,333,1
1248,333,1
1249,333,1
1250,333,1
1251,333,1
1252,333,1
1253,333,1
1254,333,1
1255,333,1
1256,333,1
1257,333,1
1258,333,1
1246,334,1
1247,334,1
1248,334,1
1249,334,1
1250,334,1
1251,334,1
1252,334,1
1253,334,1
1254,334,1
1255,334,1
1256,334,1
1257,334,1
1258,334,1
1259,334,1
1246,335,1
1247,335,1
1248,335,1
1249,335,1
1250,335,1
1251,335,1
1252,335,1
1253,335,1
1254,335,1
1255,335,1
1256,335,1
1257,335,1
1258,335,1
1259,335,1
1260,335,1
1248,336,1
1249,336,1
1250,336,1
1251,336,1
1252,336,1
1253,336,1
1254,336,1
1255,336,1
1256,336,1
1257,336,1
1258,336,1
1259,336,1
1260,336,1
1261,336,1
1253,337,1
1254,337,1
1255,337,1
1256,337,1
1257,337,1
1258,337,1
1259,337,1
1260,337,1
1261,337,1
1262,337,1
1254,338,1
1255,338,1
1256,338,1
1257,338,1
1258,338,1
1259,338,1
1260,338,1
1261,338,1
1262,338,1
1263,338,1
1254,339,1
1255,339,1
1256,339,1
1257,339,1
1258,339,1
1259,339,1
1260,339,1
1261,339,1
1262,339,1
1263,339,1
1264,339,1
1265,339,1
1254,340,1
1255,340,1
1256,340,1
1257,340,1
1258,340,1
1259,340,1
1260,340,1
1261,340,1
1262,340,1
1263,340,1
1264,340,1
1265,340,1
1266,340,1
1254,341,1
1255,341,1
1256,341,1
1257,341,1
1258,341,1
1259,341,1
1260,341,1
1261,341,1
1262,341,1
1263,341,1
1264,341,1
1265,341,1
1266,341,1
1267,341,1
1254,342,1
1256,342,1
1257,342,1
1258,342,1
1259,342,1
1260,342,1
1261,342,1
1262,342,1
1263,342,1
1264,342,1
1265,342,1
1266,342,1
1267,342,1
1268,342,1
1256,343,1
1257,343,1
1258,343,1
1259,343,1
1260,343,1
1261,343,1
1262,343,1
1263,343,1
1264,343,1
1265,343,1
1266,343,1
1267,343,1
1268,343,1
1269,343,1
1256,344,1
1257,344,1
1258,344,1
1259,344,1
1260,344,1
1261,344,1
1262,344,1
1263,344,1
1264,344,1
1265,344,1
1266,344,1
1267,344,1
1268,344,1
1269,344,1
1270,344,1
1257,345,1
1258,345,1
1259,345,1
1260,345,1
1261,345,1
1262,345,1
1263,345,1
1264,345,1
1265,345,1
1266,345,1
1267,345,1
1268,345,1
1269,345,1
1270,345,1
1271,345,1
1272,345,1
1258,346,1
1259,346,1
1260,346,1
1261,346,1
1262,346,1
1263,346,1
1264,346,1
1265,346,1
1266,346,1
1267,346,1
1268,346,1
1269,346,1
1270,346,1
1271,346,1
1272,346,1
1273,346,1
1259,347,1
1260,347,1
1261,347,1
1262,347,1
1263,347,1
1264,347,1
1265,347,1
1266,347,1
1267,347,1
1268,347,1
1269,347,1
1270,347,1
1271,347,1
1272,347,1
1273,347,1
1261,348,1
1262,348,1
1263,348,1
1264,348,1
1265,348,1
1266,348,1
1267,348,1
1268,348,1
1269,348,1
1270,348,1
1271,348,1
1272,348,1
1273,348,1
1274,348,1
1262,349,1
1263,349,1
1264,349,1
1265,349,1
1266,349,1
1267,349,1
1268,349,1
1269,349,1
1270,349,1
1271,349,1
1272,349,1
1273,349,1
1274,349,1
1275,349,1
1276,349,1
1264,350,1
1265,350,1
1266,350,1
1267,350,1
1268,350,1
1269,350,1
1270,350,1
1271,350,1
1272,350,1
1273,350,1
1274,350,1
1275,350,1
1276,350,1
1264,351,1
1265,351,1
1266,351,1
1267,351,1
1268,351,1
1269,351,1
1270,351,1
1271,351,1
1272,351,1
1273,351,1
1274,351,1
1275,351,1
1276,351,1
1277,351,1
1265,352,1
1266,352,1
1267,352,1
1268,352,1
1269,352,1
1270,352,1
1271,352,1
1272,352,1
1273,352,1
1274,352,1
1275,352,1
1276,352,1
1277,352,1
1278,352,1
1266,353,1
1267,353,1
1268,353,1
1269,353,1
1270,353,1
1271,353,1
1272,353,1
1273,353,1
1274,353,1
1275,353,1
1276,353,1
1277,353,1
1278,353,1
1279,353,1
1268,354,1
1269,354,1
1270,354,1
1271,354,1
1272,354,1
1273,354,1
1274,354,1
1275,354,1
1276,354,1
1277,354,1
1278,354,1
1279,354,1
1280,354,1
1269,355,1
1270,355,1
1271,355,1
1272,355,1
1273,355,1
1274,355,1
1275,355,1
1276,355,1
1277,355,1
1278,355,1
1279,355,1
1280,355,1
1281,355,1
1270,356,1
1271,356,1
1272,356,1
1273,356,1
1274,356,1
1275,356,1
1276,356,1
1277,356,1
1278,356,1
1279,356,1
1280,356,1
1281,356,1
1282,356,1
1270,357,1
1271,357,1
1272,357,1
1273,357,1
1274,357,1
1275,357,1
1276,357,1
1277,357,1
1278,357,1
1279,357,1
1280,357,1
1281,357,1
1282,357,1
1283,357,1
1272,358,1
1273,358,1
1274,358,1
1275,358,1
1276,358,1
1277,358,1
1278,358,1
1279,358,1
1280,358,1
1281,358,1
1283,358,1
1273,359,1
1274,359,1
1275,359,1
1276,359,1
1277,359,1
1278,359,1
1279,359,1
1280,359,1
1281,359,1
1274,360,1
1275,360,1
1276,360,1
1277,360,1
1278,360,1
1279,360,1
1280,360,1
1281,360,1
1282,360,1
1283,360,1
1275,361,1
1276,361,1
1277,361,1
1278,361,1
1279,361,1
1280,361,1
1281,361,1
1282,361,1
1283,361,1
1284,361,1
1276,362,1
1277,362,1
1278,362,1
1279,362,1
1280,362,1
1281,362,1
1282,362,1
1283,362,1
1284,362,1
1277,363,1
1278,363,1
1279,363,1
1280,363,1
1281,363,1
1282,363,1
1283,363,1
1284,363,1
1278,364,1
1279,364,1
1280,364,1
1281,364,1
1282,364,1
1283,364,1
1284,364,1
1285,364,1
1279,365,1
1280,365,1
1281,365,1
1282,365,1
1283,365,1
1284,365,1
1285,365,1
1290,365,1
1280,366,1
1281,366,1
1282,366,1
1283,366,1
1284,366,1
1285,366,1
1286,366,1
1287,366,1
1288,366,1
1289,366,1
1290,366,1
1291,366,1
1292,366,1
1293,366,1
1281,367,1
1282,367,1
1283,367,1
1284,367,1
1285,367,1
1286,367,1
1287,367,1
1288,367,1
1289,367,1
1290,367,1
1291,367,1
1292,367,1
1293,367,1
1294,367,1
1282,368,1
1283,368,1
1284,368,1
1285,368,1
1286,368,1
1287,368,1
1288,368,1
1289,368,1
1290,368,1
1291,368,1
1292,368,1
1293,368,1
1294,368,1
1283,369,1
1284,369,1
1285,369,1
1286,369,1
1287,369,1
1288,369,1
1289,369,1
1290,369,1
1291,369,1
1292,369,1
1293,369,1
1294,369,1
1284,370,1
1285,370,1
1286,370,1
1287,370,1
1288,370,1
1289,370,1
1290,370,1
1291,370,1
1292,370,1
1293,370,1
1294,370,1
1286,371,1
1287,371,1
1288,371,1
1289,371,1
1290,371,1
1291,371,1
1292,371,1
1293,371,1
1294,371,1
1287,372,1
1288,372,1
1289,372,1
1290,372,1
1291,372,1
1292,372,1
1293,372,1
1294,372,1
1288,373,1
1289,373,1
1290,373,1
1291,373,1
1292,373,1
1293,373,1
1287,380,3
1288,380,3
1289,380,3
1290,380,3
1286,381,3
1287,381,3
1288,381,3
1289,381,3
1290,381,3
1291,381,3
1286,382,3
1287,382,3
1288,382,3
1289,382,3
1290,382,3
1291,382,3
1281,383,3
1282,383,3
1283,383,3
1284,383,3
1285,383,3
1286,383,3
1287,383,3
1288,383,3
1289,383,3
1290,383,3
1291,383,3
1280,384,3
1281,384,3
1282,384,3
1283,384,3
1284,384,3
1285,384,3
1286,384,3
1287,384,3
1288,384,3
1289,384,3
1290,384,3
1291,384,3
1277,385,3
1278,385,3
1279,385,3
1280,385,3
1281,385,3
1282,385,3
1283,385,3
1284,385,3
1285,385,3
1286,385,3
1287,385,3
1288,385,3
1289,385,3
1290,385,3
1291,385,3
1278,386,3
1279,386,3
1280,386,3
1281,386,3
1282,386,3
1283,386,3
1284,386,3
1285,386,3
1286,386,3
1287,386,3
1288,386,3
1289,386,3
1290,386,3
1274,387,3
1275,387,3
1276,387,3
1277,387,3
1278,387,3
1279,387,3
1280,387,3
1281,387,3
1282,387,3
1283,387,3
1284,387,3
1285,387,3
1286,387,3
1287,387,3
1288,387,3
1289,387,3
1290,387,3
1272,388,3
1273,388,3
1274,388,3
1275,388,3
1276,388,3
1277,388,3
1278,388,3
1279,388,3
1280,388,3
1281,388,3
1282,388,3
1283,388,3
1284,388,3
1285,388,3
1286,388,3
1287,388,3
1288,388,3
1289,388,3
1271,389,3
1272,389,3
1273,389,3
1274,389,3
1275,389,3
1276,389,3
1277,389,3
1278,389,3
1279,389,3
1280,389,3
1281,389,3
1282,389,3
1283,389,3
1284,389,3
1285,389,3
1286,389,3
1287,389,3
1288,389,3
1270,390,3
1271,390,3
1272,390,3
1273,390,3
1274,390,3
1275,390,3
1276,390,3
1277,390,3
1278,390,3
1279,390,3
1280,390,3
1281,390,3
1282,390,3
1283,390,3
1284,390,3
1285,390,3
1286,390,3
1268,391,3
1269,391,3
1270,391,3
1271,391,3
1272,391,3
1273,391,3
1274,391,3
1275,391,3
1276,391,3
1277,391,3
1278,391,3
1279,391,3
1280,391,3
1281,391,3
1282,391,3
1283,391,3
1284,391,3
1285,391,3
1266,392,3
1267,392,3
1268,392,3
1269,392,3
1270,392,3
1271,392,3
1272,392,3
1273,392,3
1274,392,3
1275,392,3
1276,392,3
1277,392,3
1278,392,3
1279,392,3
1280,392,3
1281,392,3
1282,392,3
1283,392,3
1265,393,3
1266,393,3
1267,393,3
1268,393,3
1269,393,3
1270,393,3
1271,393,3
1272,393,3
1273,393,3
1274,393,3
1275,393,3
1276,393,3
1277,393,3
1278,393,3
1279,393,3
1280,393,3
1281,393,3
1282,393,3
1263,394,3
1264,394,3
1265,394,3
1266,394,3
1267,394,3
1268,394,3
1269,394,3
1270,394,3
1271,394,3
1272,394,3
1273,394,3
1274,394,3
1275,394,3
1276,394,3
1277,394,3
1278,394,3
1279,394,3
1280,394,3
1281,394,3
1262,395,3
1263,395,3
1264,395,3
1265,395,3
1266,395,3
1267,395,3
1268,395,3
1269,395,3
1270,395,3
1271,395,3
1272,395,3
1273,395,3
1274,395,3
1275,395,3
1276,395,3
1277,395,3
1278,395,3
1260,396,3
1261,396,3
1262,396,3
1263,396,3
1264,396,3
1265,396,3
1266,396,3
1267,396,3
1268,396,3
1269,396,3
1270,396,3
1271,396,3
1272,396,3
1273,396,3
1274,396,3
1275,396,3
1276,396,3
1259,397,3
1260,397,3
1261,397,3
1262,397,3
1263,397,3
1264,397,3
1265,397,3
1266,397,3
1267,397,3
1268,397,3
1269,397,3
1270,397,3
1271,397,3
1272,397,3
1273,397,3
1274,397,3
1275,397,3
1276,397,3
1277,397,3
1257,398,3
1258,398,3
1259,398,3
1260,398,3
1261,398,3
1262,398,3
1263,398,3
1264,398,3
