0, 0.28994
1, 0.215349
2, 0.20404
3, 0.7187
4, 0.156816
5, 0.143388
6, 0.226457
7, 0.26375
8, 0.312265
9, 0.374523
10, 0.355631
11, 0.345935
12, 0.43515
13, 0.477177
14, 0.484996
15, 0.428607
16, 0.3525
17, 0.352255
18, 0.243105
19, 0.208451
20, 0.151999
21, 0.181887
22, 0.257985
23, 0.207749
24, 0.343362
25, 0.00618598
26, 0.00723416
27, 0.510199
28, 0.485474
29, 0.521064
