0 0.46684
1 0.830954
2 0.945233
3 1.07539
4 1.09186
5 1.14194
6 1.16559
7 1.22076
8 1.21797
9 1.18577
10 1.26754
11 1.2542
12 1.09017
13 0.791661
14 0.8361
15 0.884931
16 0.0139861
17 0.453109
18 0.811599
19 0.979538
20 1.08791
21 1.13834
22 1.19341
23 1.08496
24 1.0002
25 0.744253
26 0.480609
27 0.124419
28 0.291993
29 0.450235
30 0.573973
31 1.0358
