0 0.129261
1 0.640114
2 0.974997
3 0.971572
4 1.09265
5 1.09405
6 1.14901
7 1.2214
8 1.13674
9 1.19057
10 1.24105
11 1.14302
12 1.05095
13 0.0137632
14 0.647852
15 0.48491
16 0.283768
17 0.409561
18 1.20169
19 -1.#IND
20 0.0310542
21 0.0352021
22 0.0357266
23 0.0371308
24 0.0384512
25 0.0393948
26 1.15677
27 1.51964
28 1.27144
29 1.03242
30 0.620574
31 0.632199
