91 79 49
91 90 38
92 89 47
94 86 50
94 92 32
95 91 29
96 89 50
96 91 22
96 93 40
98 93 24
98 93 42
98 98 16
99 94 14
99 99 17
100 93 32
101 94 33
102 98 36
102 99 46
103 89 60
103 96 57
103 102 50
104 92 62
104 99 30
104 99 46
105 105 23
106 101 32
106 101 48
107 104 51
108 103 30
109 95 66
110 110 28
111 108 55
112 102 33
112 112 30
113 99 70
113 106 45
114 113 61
115 112 59
116 114 54
117 115 55
118 115 34
118 115 62
119 109 40
119 114 41
119 116 35
125 112 49
125 113 56
125 128 64
126 124 64
126 124 66
128 121 49
129 124 55
129 127 69
131 119 62
131 129 69
132 130 72
133 131 73
133 136 72
136 127 51
136 129 59
136 134 74
137 124 61
137 141 72
138 125 62
138 129 53
142 145 81
143 136 66
143 147 78
144 137 65
145 135 66
145 146 78
147 134 71
148 143 74
148 149 81
149 151 78
150 145 72
150 152 79
151 146 64
152 141 66
152 147 67
152 151 72
153 143 74
155 144 69
155 150 68
155 150 77
155 152 69
155 158 94
156 152 76
156 153 70
156 155 76
157 152 72
158 158 76
160 157 74
160 160 78
161 152 76
162 158 82
162 163 95
163 163 81
164 157 87
165 166 98
166 159 89
166 166 84
167 156 81
169 173 104
172 163 87
172 172 90
172 174 101
172 174 103
174 174 92
174 176 105
176 166 86
177 179 108
178 168 88
178 175 94
178 182 113
179 176 95
179 179 105
179 181 110
180 170 90
180 175 93
181 171 91
181 183 110
182 174 95
182 177 95
182 182 108
186 178 99
188 188 114
189 188 109
190 182 103
191 188 105
193 185 106
193 193 119
194 193 114
197 194 111
198 195 112
199 194 112
199 196 113
201 193 114
201 197 119
202 194 115
202 197 115
204 196 117
204 200 122
206 198 119
207 202 120
208 203 121
209 204 122
221 217 139
